nomCru	country_label	subregion_label	area_label	label	millesime	volume	date_achat	prix	cote	quantite_courante	quantite_achat	garde_min	garde_max	garde_optimum	suggestion	comment	lieu_achat	canal_vente
Domaine Luc Boilley - Savagnin de gelée	France	Jura	Côtes du Jura	blanc liquoreux	1997	37,5 cl	2009-07-24	15	15	0	3	1	25	0		oxydatif léger, craint assez peu les variations non brusques de température.		Non défini
Domaine Luc Boilley - Savagnin de gelée	France	Jura	Côtes du Jura	blanc liquoreux	2002	37,5 cl	2009-07-24	13	13	0	3	5	25	0		Oxydatif léger, ne craint que peu les variations progressives de température.		Non défini
Domaine Luc Boilley - Savagnin de gelée	France	Jura	Côtes du Jura	blanc liquoreux	2003	37,5 cl	2009-07-24	13	13	0	3	1	15	1		Oxydatif léger, ne craint que peu les variations progressives de température.. Légèrement plus doux que le 2002.		Non défini
Domaine Luc Boilley - Trousseau	France	Jura	Côtes du Jura	rouge	1996	75 cl	2009-07-24	13	13	0	3	2	20	0	Avec des poissons.	Savagnin pur, ouillé donc non oxydatif.		Non défini
Domaine Luc Boilley - Trousseau	France	Jura	Côtes du Jura	rouge	2005	75 cl	2009-07-24	13	13	0	3	2	20	0		Ouillé, non oxydatif. Attendre au moins 3 ou 4 ans avant de la boire, peut tenir 20 ans.		Non défini
Domaine Luc Boilley Poulsard	France	Jura	Côtes du Jura	rosé	2007	75 cl	2009-07-24	7	7	0	1	1	5	0		Vinifié en rosé		Non défini
Domaine Luc Boilley Poulsard	France	Jura	Côtes du Jura	rosé	2006	75 cl	2009-07-24	7	7	0	1	1	5	0		Vinifié en rosé		Non défini
Domaine Lupin	France	Savoie, Dauphiné et Bugey	Roussette de Savoie Frangy	blanc	2013	75 cl	2014-11-08	5	5	0	3	1	5	1			Par Franck	En direct du producteur
Domaine Lupin - Cuvée de l'Acacia	France	Savoie, Dauphiné et Bugey	Roussette de Savoie Frangy	blanc	2010	75 cl	2013-03-29	10	10	0	3	1	10	1		élevage dans des cuves en accacia	par Franck	En direct du producteur
Domaine Lupin Cuvée du Pépé	France	Savoie, Dauphiné et Bugey	Roussette de Savoie Frangy	blanc	2007	75 cl	2009-10-10	6.6	6.6	0	3	1	5	0		Nez de fruits blancs et de fleurs blanches. Le vin apparaît parfaitement équilibre en bouche, doté d'une matière exprimant ses arômes fruités et floraux avec pureté. Beau vin. 		Non défini
Domaine Lupin Cuvée du Pépé	France	Savoie, Dauphiné et Bugey	Roussette de Savoie Frangy	blanc	2008	75 cl	2010-01-15	7.5	7.5	0	3	1	5	1			sur place	En direct du producteur
Domaine Marc Colin - 1er Cru sous roche Dumay	France	Bourgogne	Saint Aubin	blanc	2012	75 cl	2017-02-25	27	27	0	6	3	15	3		déjà bon à boire.. A réserver pour les connaisseurs, ce vin est un grand vin. Présent notamment à l'Elysée et dans les grands étoilés.	Caveau de St Aubin	En direct du producteur
Domaine Marcel Deiss - Berckem	France	Alsace et Lorraine	Alsace	blanc	2011	75 cl	2014-05-07	20	20	0	3	1	8	1	plats épicés		Domaine Marcel Deiss	En direct du producteur
Domaine Marcel Deiss - Berckem	France	Alsace et Lorraine	Alsace	blanc	2017	75 cl	2021-11-05	21	21	0	3	1	5	1			acheté au moment de la livraison des primeurs 2018	En direct du producteur
Domaine Marcel Deiss - Berckem	France	Alsace et Lorraine	Alsace	blanc	2013	75 cl	2016-04-20	21	21	0	3	1	12	5	pâté croûte, quiches, plats en cocotte, viandes blanches, comté, morbier, appenzeller.	servir à 10°. Complantation de 15 cépages alsaciens.. demi-sec. expression aromatique calcaire intense.	chez Deiss, Bergheim	En direct du producteur
Domaine Marcel Deiss - Berckem	France	Alsace et Lorraine	Alsace	blanc	2014	75 cl	2016-04-20	0	21	0	1	1	12	5		millésime plus difficile, la mouche a supprimé les pinots et le gewurztraminer. Ce millésime est donc plus sec, mais aussi plus acide, du fait de la dominance de riesling.. Millésime &quot;hors norme&quot; pour le Berkem. 	chez Deiss, Bergheim	Non défini
Domaine Marcel Deiss - Berckem	France	Alsace et Lorraine	Alsace	blanc	2016	75 cl	2019-11-10	21	21	0	4	1	12	6	Idées d'accords : Pâté en croute, quiches, plats en cocottes, viandes blanches, fromages (comté, morbier, Appenzeller).	Type : Vin gras, expression aromatique calcaire intense et complexité rare : témoignage de l'esprit novateur et pluriel de l'Alsace.	Bergheim, au domaine	En direct du producteur
Domaine Marcel Deiss - Bergheim	France	Alsace et Lorraine	Alsace Pinot Gris	blanc	2005	75 cl	2011-05-07	20	20	0	3	1	15	7			Bergheim	En direct du producteur
Domaine Marcel Deiss - Burlenberg	France	Alsace et Lorraine	Alsace	rouge	2002	75 cl	2009-04-08	24	24	0	3	2	10	0	A carafer impérativement 2 à 3h. Sur toutes les viandes rouges.	Grand vin rouge à la robe rubis. Le nez d?une rare violence fruitée (framboise noire, cassis, mûre, noix de muscade et fumée) rebondit sur la bouche toute entière épicée par ses tanins brûlés si caractéristiques du Burlenberg. D?un tempérament volcanique,		Non défini
Domaine Marcel Deiss - Burlenberg	France	Alsace et Lorraine	Alsace	rouge	2004	75 cl	2014-05-07	32	32	0	3	1	20	1		Vinifié par Jean-Michel Deiss, tout en puissance et structure	Domaine Marcel Deiss	En direct du producteur
Domaine Marcel Deiss - Burlenberg	France	Alsace et Lorraine	Alsace	rouge	2008	75 cl	2014-05-07	32	32	0	3	1	20	8		le 1er vinifié par Mathieu	Domaine Marcel Deiss	En direct du producteur
Domaine Marcel Deiss - Burlenberg	France	Alsace et Lorraine	Alsace	rouge	2009	75 cl	2015-04-16	29	29	1	3	10	25	10		à attendre un peu	chez Deiss	En direct du producteur
Domaine Marcel Deiss - Burlenberg	France	Alsace et Lorraine	Alsace	rouge	2017	75 cl	2019-11-08	31	31	3	3	5	15	10		Achat primeurs Deiss avec Pierre Tatzber 	Primeurs Deiss 2017	En direct du producteur
Domaine Marcel Deiss - Gewurztraminer Vendanges Tardives	France	Alsace et Lorraine	Alsace Gewurztraminer	blanc liquoreux	2012	75 cl	2014-05-07	42	42	1	3	2	25	2			Domaine Marcel Deiss	En direct du producteur
Domaine Marcel Deiss - Grand Cru Altenberg de Bergheim	France	Alsace et Lorraine	Alsace	blanc	1997	75 cl	2011-05-27	65	65	0	2	1	15	1			Bergheim	En direct du producteur
Domaine Marcel Deiss - Grand Cru Altenberg de Bergheim	France	Alsace et Lorraine	Alsace	blanc	2004	75 cl	2014-05-08	0	50	0	1	1	20	1		offert en mai 2014	Domaine Marcel Deiss	Cadeau
Domaine Marcel Deiss - Grand Cru Altenberg de Bergheim	France	Alsace et Lorraine	Alsace	blanc	2007	75 cl	2015-04-15	58	58	0	3	7	15	8		déjà prêt, à boire jusqu'à 2022	chez Deiss	En direct du producteur
Domaine Marcel Deiss - Grand Cru Altenberg de Bergheim	France	Alsace et Lorraine	Alsace	blanc	2015	75 cl	2016-10-24	50	50	1	2	1	20	1		livraison probable début 2018 - déjà payé	Achats en primeur	En direct du producteur
Domaine Marcel Deiss - Grand Cru Altenberg de Bergheim	France	Alsace et Lorraine	Alsace	blanc	2019	75 cl	2020-07-25	49.5	49.5	3	6	1	15	1		Achat en prineurs au domaine avec 8% fidélité 	Primeurs Deiss	En direct du producteur
Domaine Marcel Deiss - Grand Cru Altenberg de Bergheim	France	Alsace et Lorraine	Alsace	blanc	2020	75 cl	2021-07-25	44.16	44.16	2	2	7	20	12		prix normal 63, en primeur 48, en primeur avec réduction 44.16	primeurs Deiss 2020	En direct du producteur
Domaine Marcel Deiss - Grand Cru Altenberg de Bergheim	France	Alsace et Lorraine	Alsace	blanc	2022	75 cl	2023-07-29	55.2	55.2	3	3	5	25	15			Primeurs Deiss 2022 - pack 12 GC	Non défini
Domaine Marcel Deiss - La limite du royaume grand cru Marckrain	France	Alsace et Lorraine	Alsace	rouge	2022	75 cl	2023-07-29	50	50	2	2	5	20	12		Nouvelle cuvée 2022 du domaine	Primeurs Deiss 2022	Non défini
Domaine Marcel Deiss - Muscat de Bergheim	France	Alsace et Lorraine	Alsace Muscat	blanc	2008	75 cl	2011-05-07	16	16	0	3	1	10	1			Bergheim	En direct du producteur
Domaine Marcel Deiss - Zellenberg	France	Alsace et Lorraine	Alsace	blanc	2018	75 cl	2021-11-05	19	19	0	3	1	5	1		Vin très aromatique, des couleurs fraiches et printanières, un touché de bouche vertical, fin, et très élégant, une texture serrée et beaucoup d?éclat.	acheté lors de la livraison des primeurs 2018	En direct du producteur
Domaine Martin-Madalle - Le Sang du Schiste	France	Languedoc-Roussillon	Saint Chinian	rouge	2011	75 cl	2014-03-28	0	15	0	1	3	8	3		à boire avec Laure et Hervé ?	offert par Laure Gressani	Cadeau
Domaine Mas Pignou - Les Hauts de Laborie	France	Sud-Ouest	Gaillac	rouge	2011	75 cl	2014-12-29	5.2	5.2	-1	6	2	5	2			au boulot par Séb	En direct du producteur
Domaine Matignon	France	Vallée de la Loire	Côteaux du Layon	blanc moëlleux	2010	75 cl	2011-03-27	6.9	6.9	0	6	2	20	2	servir frais (8 à 10 degrés)		foire de Cruseilles	Salon de vignerons
Domaine Matignon - Prestige	France	Vallée de la Loire	Côteaux du Layon	blanc moëlleux	2009	75 cl	2011-03-27	10.4	10.4	0	3	5	25	5			foire de Cruseilles	Salon de vignerons
Domaine Michel Bailly et Fils - Les Vallons	France	Vallée de la Loire	Pouilly Fumé	blanc	2006	75 cl	2008-08-01	13.8	13.8	0	1	3	10	0		Saveurs d'ici et là, Annecy		Non défini
Domaine Michel Lafarge	France	Bourgogne	Meursault	blanc	2004	75 cl	2007-04-06	15	15	0	3	3	10	0		Accord mets et vins : viandes blanches au jus, risotto aux bolets, ris de veau, foie de veau poêlé.. . vin issu de viticulture en biodynamie. cf http://www.biodynamy.com/viticulture-en-biodynamie-fr.php		Non défini
Domaine Michel Lafarge Raisins Dorés	France	Bourgogne	Bourgogne Aligoté	blanc	2004	75 cl	2007-04-06	6	6	0	8	1	5	0				Non défini
Domaine Michel Voarick	France	Bourgogne	Aloxe-Corton	rouge	2001	75 cl	2012-03-16	25	25	0	3	4	13	11			Aloxe Corton	En direct du producteur
Domaine Michel Voarick	France	Bourgogne	Corton-Charlemagne	blanc	2010	75 cl	2012-03-18	50	50	0	2	4	20	10			Aloxe Corton	En direct du producteur
Domaine Michel Voarick	France	Bourgogne	Aloxe-Corton	rouge	2009	75 cl	2012-03-16	20	20	0	6	4	10	4			Aloxe Corton	En direct du producteur
Domaine Michel Voarick	France	Bourgogne	Pernand-Vergelesses	blanc	2009	75 cl	2012-03-18	15	15	0	3	3	10	7			Aloxe Corton	En direct du producteur
Domaine Michel Voarick, Grand Cru Renardes	France	Bourgogne	Corton	rouge	2010	75 cl	2012-03-17	42	42	0	2	4	15	8			Aloxe Corton	En direct du producteur
Domaine Odoul Coquard	France	Bourgogne	Chambolle-Musigny	rouge	2010	75 cl	2012-11-10	22	22	0	3	6	15	6			Foire aux vins sevrier	En direct du producteur
Domaine Odoul Coquard - Les Crais Grillons	France	Bourgogne	Morey-Saint-Denis	rouge	2009	75 cl	2012-11-10	20	20	0	3	6	15	12			Foire aux vins sevrier	En direct du producteur
Domaine Olivier - 1er Cru Beaurepaire	France	Bourgogne	Santenay	blanc	2017	75 cl	2020-09-13	31	31	0	3	5	10	5			a la propriété, à Santenay	En direct du producteur
Domaine Olivier - 1er Cru Beaurepaire	France	Bourgogne	Santenay	rouge	2017	1,5 l	2020-09-13	65	65	1	2	6	20	6			au domaine à Santenay	En direct du producteur
Domaine Olivier - 1er Cru Beaurepaire	France	Bourgogne	Santenay	rouge	2018	75 cl	2020-09-13	31	31	1	3	4	10	4		2018 est un millésime prêt rapidement et qui ne se gardera pas tant que le 17	au domaine à Santenay	En direct du producteur
Domaine Olivier - Clos des Champs Carafe	France	Bourgogne	Santenay	blanc	2017	75 cl	2020-09-13	18.5	18.5	0	3	3	10	6			au domaine à Santenay	En direct du producteur
Domaine osamu uchida	France	Bordeaux	Haut-Médoc	rouge	2021	75 cl	2023-04-29	65	65	2	2	5	20	5			Diot Vino	Caviste
Domaine osamu uchida	France	Bordeaux	Haut-Médoc	rouge	2018	75 cl	2020-12-13	45	45	0	3	5	20	5			par Franck (Diot-vino)	Caviste
Domaine osamu uchida	France	Bordeaux	Haut-Médoc	rouge	2020	75 cl	2022-05-04	45	45	2	2	5	20	5			Par Franck	Caviste
Domaine osamu uchida - Pheromone	France	Bordeaux	Vin de Pays d'Aquitaine	rouge	2020	75 cl	2022-05-04	35	35	0	2	1	5	1			par Franck	Caviste
Domaine Paillère et Pied Gu	France	Vallée du Rhône	Gigondas	rouge	2010	75 cl	2014-10-23	12.5	12.5	1	3	4	10	7			Caveau de gigondas	En direct du producteur
Domaine Parent - 1er Cru La Corvée	France	Bourgogne	Ladoix	rouge	1999	75 cl	2007-04-05	12	12	0	2	3	15	0		Ce n'est pas un 1er cru ! mais ce Ladoix là n'est référencé nulle part, pas même sur le site du producteur !!!		Non défini
Domaine Pavelot	France	Bourgogne	Corton-Charlemagne	blanc	2021	75 cl	2024-11-24	126.9	126.9	3	3	4	20	4			Ardoneo	Achat sur Internet
Domaine Philippe Alliet	France	Vallée de la Loire	Chinon	rouge	2008	75 cl	2009-12-28	10	10	0	6	1	7	3	Une noisette d'agneau, un magret de canard	robe grenat foncée aux reflets violets - arômes de cassis très mûrs - ronde, tendre, avec des tanins souples et une belle fraîcheur - ouvrir 1 heure avant - servir en carafe à 16°C	1jour1vin	Achat sur Internet
Domaine Philippe Alliet - Vieilles Vignes	France	Vallée de la Loire	Chinon	rouge	2019	75 cl	2021-06-01	16	16	2	6	3	10	5			1jour1vin	Achat sur Internet
Domaine Pierre Boniface - Caprice des Rocailles	France	Autre région	Vin mousseux de qualité	rosé effervescent	-0	75 cl	2014-06-24	0	0	0	1	1	4	1			offert par Pierre Tatzber	Cadeau
Domaine Prieuré Saint Christophe - Mondeuse tradition	France	Savoie, Dauphiné et Bugey	Vin de Savoie	rouge	2004	75 cl	2009-05-17	15	15	0	1	2	20	0				Non défini
Domaine Prieuré St Christophe - Son Altesse Le Refus	France	Savoie, Dauphiné et Bugey	Vin de Savoie	blanc	2006	75 cl	2009-05-17	18	18	0	2	1	10	0				Non défini
Domaine Puffeney - Savagnin	France	Jura	Arbois	blanc	2004	75 cl	2008-12-26	12.5	12.5	0	4	4	20	0	carafage long et laisser vieillir !!!	sur caveprivee.com		Non défini
Domaine Puffeney - Savagnin	France	Jura	Arbois	blanc	2007	75 cl	2011-11-13	13	13	0	3	1	15	8		par Franck et Cécile	Montigny les Arsures	En direct du producteur
Domaine Rapet Père et Fils - 1er Cru Aux Fournaux	France	Bourgogne	Savigny-Lès-Beaune	rouge	2008	75 cl	2012-03-17	17	17	0	2	3	7	3		sur recommandation du restaurant &quot;Le Charlemagne&quot;	Pernand Vergelesses	En direct du producteur
Domaine Renoud Grappin	France	Bourgogne	Mâcon Villages	blanc	2017	75 cl	2019-03-02	7.1	7.1	0	6	2	5	2		vin facile et très agréable, excellent rapport plaisir prix.	Foire aux vins Cruseilles 2019	Salon de vignerons
Domaine Richaud	France	Vallée du Rhône	Cairanne	blanc	2013	75 cl	2014-10-23	15.5	15.5	0	3	2	5	2			Cairanne	En direct du producteur
Domaine Richaud	France	Vallée du Rhône	Cairanne	rouge	2013	75 cl	2014-10-23	14	14	0	6	2	5	2			Cairanne	En direct du producteur
Domaine Richaud -Terre de Galets	France	Vallée du Rhône	Côtes du Rhône (Méridionales)	rouge	2012	75 cl	2014-10-23	9.5	9.5	0	6	2	5	2			Cairanne	En direct du producteur
Domaine Rieflé - Bonheur Exceptionnel	France	Alsace et Lorraine	Alsace	blanc	2008	75 cl	2013-12-23	0	0	0	1	1	5	1			offert par Lionel	Cadeau
Domaine Roblot-Marchand	France	Bourgogne	Chambolle-Musigny	rouge	2010	75 cl	2013-12-25	0	40	0	1	3	15	3		Cadeau noël 2013 Maryse	noël 2013	Caviste
Domaine Rolet	France	Jura	L'Etoile	blanc	2002	75 cl	2007-11-10	8	8	0	2	2	5	0				Non défini
Domaine Rolet - Rouge Tradition	France	Jura	Arbois	rouge	1997	1,5 l	2007-11-10	27	27	0	1	7	15	0				Non défini
Domaine Rolet - Rouge Tradition	France	Jura	Arbois	rouge	2005	75 cl	2009-10-03	5.6	5.6	0	2	2	7	0		FAV Carrefour Market 10-2009		Non défini
Domaine Rolet - Tradition Chardonnay Savagnin	France	Jura	Arbois	blanc	2002	75 cl	2007-11-10	11.5	11.5	0	2	2	5	0				Non défini
Domaine Romain Fritsch - Grand Cru - Steinklotz	France	Alsace et Lorraine	Alsace Riesling	blanc	2017	75 cl	2019-11-10	12	12	0	3	2	10	2		petit GC provenant de Riquewihr, sympa	Riquewihr, magasin du producteur	En direct du producteur
Domaine Saint Germain -  Le pied de la Barme - Mondeuse	France	Savoie, Dauphiné et Bugey	Vin de Savoie	rouge	2005	75 cl	2007-07-20	7	7	0	3	2	8	0				Non défini
Domaine Saint Germain - Altesse	France	Savoie, Dauphiné et Bugey	Roussette de Savoie	blanc	2006	75 cl	2007-07-20	7	7	0	3	2	8	0				Non défini
Domaine Saint Nicolas - Cuvée Le Haut des Clous	France	Vallée de la Loire	Fiefs Vendéens - Brem	blanc	2019	75 cl	2021-09-17	26	26	0	3	1	7	1		goûté chez Yoan Conte, un vin qui m'a complètement trompé j'aurais juré un Alsace.	Commandé directement au domaine	En direct du producteur
Domaine Saint Saturnin de Vergy	France	Bourgogne	Bourgogne Hautes Côtes de Nuits	blanc	2005	75 cl	2008-09-21	5.95	5.95	0	5	2	8	0		FAV Auchan		Non défini
Domaine Saint-Vincent	France	Vallée de la Loire	Saumur-Champigny	rouge	2016	75 cl	2017-10-08	7	7	1	1	3	10	3		à goûter et redire à Eric	offert par Eric	Cadeau
Domaine Sainte Barbe - Vieilles Vignes	France	Bourgogne	Viré-Clessé	blanc	2012	75 cl	2014-09-20	9.95	9.95	0	3	2	7	3		FAV Carrefour Market 2014	Carrefour Market	Grande surface
Domaine San Micheli - Alfieri Polidori	France	Provence-Corse	Vin de Corse-Sartène	rouge	2009	75 cl	2012-06-10	0	0	0	1	2	5	2		ne pas garder trop longtemps	offert par guibbs	Cadeau
Domaine Sébastien Magnien - Les Échards	France	Bourgogne	Volnay	rouge	2006	75 cl	2008-11-21	16	16	0	2	3	10	0		Foire gastronomique Saint Jean de Maurienne		Non défini
Domaine Sébastien Magnien - Les Grands Charrons	France	Bourgogne	Meursault	blanc	2008	75 cl	2010-11-26	18	18	0	3	3	15	3			chez le producteur	En direct du producteur
Domaine Sébastien Magnien - Les Perrières	France	Bourgogne	Pommard	rouge	2008	75 cl	2011-11-20	20	20	0	3	5	25	5			salon des vins de Saint Jean de Maurienne	Salon de vignerons
Domaine Sébastien Magnien Clos de la Perrière	France	Bourgogne	Bourgogne Hautes Côtes de Beaune	rouge	2008	75 cl	2010-11-26	8.5	8.5	0	4	1	5	1			chez le producteur	En direct du producteur
Domaine Sébastien Magnien Premier Cru Les Aigrots	France	Bourgogne	Beaune	rouge	2006	75 cl	2008-11-21	15	15	0	3	4	12	0		Foire gastronomique Saint Jean de Maurienne		Non défini
Domaine Sébastien Magnien Premier Cru Les Aigrots	France	Bourgogne	Beaune	rouge	2008	75 cl	2010-11-26	15	15	0	2	4	12	4			chez le producteur	En direct du producteur
Domaine Sébastien Magnien Sous Le Château	France	Bourgogne	Saint Romain	blanc	2008	75 cl	2010-11-26	14	14	0	1	1	5	1			chez le producteur	En direct du producteur
Domaine Sébastien Magnien Sous Le Château	France	Bourgogne	Saint Romain	blanc	2009	75 cl	2011-11-20	15	15	0	3	3	10	3			salon des vins de Saint Jean de Maurienne	Salon de vignerons
Domaine Seilly - Schenkenberg - Vieilles Vignes	France	Alsace et Lorraine	Alsace Riesling	blanc	2005	75 cl	2008-10-30	13.5	13.5	0	3	5	15	0	Attendre !	Vignerons indépendants Lyon		Non défini
Domaine St Nicolas Les Clous	France	Vallée de la Loire	Fiefs Vendéens - Brem	blanc	2020	75 cl	2021-09-17	14	14	1	6	1	7	1		la petite civée recommandée par Bastien Debono car très bien	commandé directement au producteur	En direct du producteur
Domaine Stéphane Tissot - Savagnin	France	Jura	Arbois	blanc	2005	75 cl	2009-07-24	16	16	0	3	7	30	0		vieilli sous voile et sur lies pendant 3 ans en fût. Puissance, typicité, complexité		Non défini
Domaine Sylvain Mosnier	France	Bourgogne	Petit Chablis	blanc	2016	75 cl	2018-02-24	8.5	8.5	0	4	1	5	1			salon des vins Annemasse	En direct du producteur
Domaine Sylvain Mosnier - Vieilles Vignes	France	Bourgogne	Chablis	blanc	2006	75 cl	2008-10-30	9.5	9.5	0	2	3	12	0		Vignerons indépendants Lyon		Non défini
Domaine Sylvain Mosnier - Vieilles Vignes fûts de chêne	France	Bourgogne	Chablis	blanc	2000	75 cl	2008-10-30	12	12	0	3	4	12	0	buvable dès maintenant	Vignerons indépendants Lyon		Non défini
Domaine terres en couleurs - Douceur d'Anaïs	France	Languedoc-Roussillon	Vin de Pays d'Oc	rosé	-0	75 cl	2017-06-18	0	0	1	1	1	3	1			offert par Laurent et Dominique	Cadeau
Domaine Thierry Mortet	France	Bourgogne	Gevrey-Chambertin	rouge	2009	75 cl	2013-11-09	0	0	0	1	4	15	4			offert par Gaelle et Sébastien	Cadeau
Domaine Vaupré  Solutré Pouilly 'Agrumes'	France	Bourgogne	Mâcon Villages	blanc	2023	75 cl	2024-09-29	16	16	0	1	2	5	2			caviste Cluny	Caviste
Domaine Vayssette - cuvée Thibault	France	Sud-Ouest	Gaillac	rouge	2010	75 cl	2012-11-10	7.8	7.8	1	6	2	10	5			Foire aux vins Sevrier	Non défini
Domaine Vayssette - Doux Tradition	France	Sud-Ouest	Gaillac	blanc moëlleux	2010	75 cl	2012-11-10	7.65	7.65	1	3	3	20	12			Foire aux vins Sevrier	En direct du producteur
Domaine Vayssette - Tradition	France	Sud-Ouest	Gaillac	rouge	2009	75 cl	2012-11-10	5.65	5.65	0	3	2	5	2			Foire aux vins Sevrier	En direct du producteur
Domaine Vigneau-Chevreau - Clos de Rougemont	France	Vallée de la Loire	Vouvray	blanc	2014	75 cl	2016-07-23	9.4	9.4	0	5	4	10	4		le clos Rougemont est plus susceptible de se garder entre 8 et 10 ans	chez le vigneron	En direct du producteur
